Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,FotoB,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
22/11/1970,Faraone,local,empate,2,2,Argentinos Juniors,10° fecha del Torneo Reclasificatorio 1970,Tomás A. Ducó,Teodoro Nitti,"Néstor Hernandorena; Héctor Fresneda, Alberto Dopacio, Edgardo Cantú y Francisco Lavorato; Tito Gómez y Daniel Buglione; Miguel Brindisi, Héctor Veira, Alberto Rendo (46 Luis Giribet) y Roque Avallay (61 Carlos Babington).","Spilinga; Marenda, Riestra, Deluca e Iglesias; Caputo y Ornad; Luna (83 Ribaudo), Ciccarello (83 Pekerman), Sosa y Alcíbar.",foto,12 GOL Ciccarello (AJU)</br>23 GOL Héctor Veira (HUR)</br>38 EXP Tito Gómez (HUR)</br>38 EXP Ornad (AJU)</br>45 GOL Sosa (AJU)</br>68 GOL Héctor Veira (HUR),45,90,0,0
29/11/1970,Faraone,visitante,victoria,2,1,Lanús,11° fecha del Torneo Reclasificatorio 1970,Lanús,Veiró,"Néstor Hernandorena; Héctor Fresneda (89 Rolando Gramari), Alberto Dopacio, Edgardo Cantú y Francisco Lavorato; Daniel Buglione y Alberto Rendo; Miguel Brindisi, Roque Avallay (57 Hugo Tedesco), Héctor Veira y Luis Giribet.","Ballesteros; Capurro, Sabella, Piazza y Carnevale; Suárez y Cabrero; Bentrón, Silva, Nieto y Lencina.",foto,24 GOL Nieto (LAN)</br>60 GOL Miguel Brindisi (HUR)</br>85 GOL Miguel Brindisi (HUR),45,90,0,0
05/12/1970,Faraone,local,victoria,9,0,Colón (Santa Fe),12° fecha del Torneo Reclasificatorio 1970,Tomás A. Ducó,Ducatelli,"Néstor Hernandorena; Mendoza, Daniel Buglione, Edgardo Cantú y Francisco Lavorato; Miguel Brindisi y Alberto Rendo (46 Carlos Babington); Héctor Veira, Araquem (64 Roque Avallay), Hugo Tedesco y Luis Giribet.","Drago; Moreno, Giombi (51 Flores), Coletti y Mellit; Córdoba y Lo Bello; Motura, Di Meola (78 Rodríguez), Borgogno y Velázquez.",foto,22 GOL Miguel Brindisi (HUR)</br>43 GOL Luis Giribet (HUR)</br>44 GOL Héctor Veira (HUR)</br>1° Tiempo: Huracán 3x0 Colón</br>48 GOL Carlos Babington (HUR)</br>51 GOL Luis Giribet (HUR)</br>60 GOL Luis Giribet (HUR)</br>71 GOL Héctor Veira (HUR)</br>76 GOL Luis Giribet (HUR) -penal-</br>86 GOL Luis Giribet (HUR),45,90,0,0
07/03/1971,Rendo,visitante,empate,1,1,Estudiantes (La Plata),1° fecha del Campeonato Metropolitano 1971,Uno (La Plata),Boszo,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Luis Maidana (80 Carlos Babington), Carlos Leone y Héctor Veira; Miguel Brindisi, Roque Avallay (73 Hugo Tedesco) y Luis Giribet.","G Flores; Pagnanini, Aguirre Suárez, Togneri y Malbernat (87 J Medina); Echecopar, Pachamé y E Flores; Aguilar, Bedogni y Verde (77 Rudzki).",foto,9 GOL E Flores (ELP)</br>35 GOL Héctor Veira (HUR),45,90,0,0
10/03/1971,Zubeldía,local,victoria,4,0,Newell's Old Boys (Rosario),2° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Coerezza,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Miguel Brindisi, Carlos Leone y Héctor Veira; Luis Maidana, Roque Avallay y Luis Giribet.","Fenoy; De Rienzo, Solórzano, Jara y Chazarreta; Montes (68 Berta), Cabrero y Silva; Marcos (61 Cavoli), Alfredo Obberti y Bezerra.",foto,30 GOL Alberto Dopacio (HUR)</br>45 GOL Miguel Brindisi (HUR)</br>55 GOL Roque Avallay (HUR)</br>77 GOL Miguel Brindisi (HUR),45,90,0,0
14/03/1971,Zubeldía,visitante,derrota,0,2,Chacarita Juniors,3° fecha del Campeonato Metropolitano 1971,San Martín,Ithurralde,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Miguel Brindisi, Carlos Leone y Héctor Veira; Luis Maidana (51 Juan Siciliano), Roque Avallay y Luis Giribet.","Carnevali; Sinatra, Buzzo, Bargas y Frassoldatti; Puntorero, Poncio y Recúpero; Marcos, García Cambón y Orife.",foto,22 GOL Orife (CHJ)</br>58 GOL Orife (CHJ),45,90,0,0
21/03/1971,Zubeldía,local,derrota,1,3,River Plate,4° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Comesaña,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Juan Siciliano, Carlos Leone y Héctor Veira; Roque Avallay (46 Hugo Tedesco), Miguel Brindisi y Luis Giribet.","J Pérez; Dominichi, Pellerano, Laraignée y O Pérez; López, Della Savia y Onega; Pignani (79 Cibeyra), Marchetti (54 Bulla) y Oscar Mas.",foto,47 GOL López (RPL)</br>50 GOL Oscar Mas (RPL)</br>64 GOL Della Savia (RPL)</br>87 GOL Miguel Brindisi (HUR),45,90,0,0
24/03/1971,Zubeldía,visitante,victoria,2,1,Independiente,5° fecha del Campeonato Metropolitano 1971,Doble Visera,Teodoro Nitti,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Carlos Leone, Juan Siciliano y Héctor Veira; Miguel Brindisi, Roque Avallay y Luis Giribet.","Santoro; Commisso, López, Luis Garisto y Sá; Pastoriza, Raimondo y Maglioni (55 Mírcoli); Balbuena, Giachello y Gennoni.",foto,61 GOL Carlos Leone (HUR)</br>83 GOL Luis Giribet (HUR)</br>89 GOL Pastoriza (IND),45,90,0,0
28/03/1971,Zubeldía,local,derrota,1,5,San Lorenzo de Almagro,6° fecha del Campeonato Metropolitano 1971,La Bombonera,García,"Alberto Poletti; Luis Raspo, Daniel Buglione, Alfio Basile y Francisco Lavorato; Carlos Leone, Juan Siciliano y Héctor Veira (56 Carlos Babington); Roque Avallay (56 Hugo Tedesco), Miguel Brindisi y Luis Giribet.","Kadijevic; Villar, Rezza (46 Doria), Heredia y Rosl; Cocco, Espósito y Veglio; González, Fischer y Ayala.",foto,23 GOL Fischer (SLA)</br>62 GOL Luis Giribet -penal- (HUR)</br>70 GOL Veglio (SLA)</br>81 GOL Ayala (SLA)</br>86 GOL Ayala (SLA)</br>88 GOL González (SLA),45,90,0,0
04/04/1971,Zubeldía,visitante,empate,0,0,Banfield,7° fecha del Campeonato Metropolitano 1971,Florencio Sola,Veiró,"Alberto Poletti; Luis Mendoza, Daniel Buglione, Edgardo Cantú y Oscar Laginestra; Alberto Rendo, Carlos Leone (46 Carlos Babington) y Juan Siciliano; Narciso Doval, Roque Avallay y Luis Giribet.","Erra; Haack, Masalis, Tagliani y Barril; Mateos, Salvatierra y Aguirre; Pellegrini (55 Minniti), Martínez y Amado.",foto,1° Tiempo: Banfield 0x0 Huracán,45,90,0,0
07/04/1971,Zubeldía,local,derrota,0,1,Ferro C. Oeste,8° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Rodríguez,"Alberto Poletti; Luis Mendoza (88 Luis Raspo), Alberto Dopacio, Edgardo Cantú y Oscar Laginestra; Alberto Rendo, Juan Siciliano y Miguel Brindisi; Narciso Doval, Roque Avallay (60 Oscar Nogueira) y Luis Giribet.","Larrubia; Peláez, Ortiz, Etcheverry y De Filippo; Moreno, Aimonetti y Weber; Leeb, Salomone (46 Pérez) y Micó.",foto,33 GOL Weber (FCO),45,90,0,0
11/04/1971,Zubeldía,visitante,victoria,1,0,Argentinos Juniors,9° fecha del Campeonato Metropolitano 1971,Boyacá,Barreiro,"Alberto Poletti; Luis Raspo, Alberto Dopacio (75 Daniel Buglione), Edgardo Cantú y Oscar Laginestra; Alberto Rendo, Carlos Leone y Miguel Brindisi; Narciso Doval, Héctor Veira y Oscar Nogueira.","Gironacci; Morcillo, Riestra, Iglesias y Nicieza; Caputo, Deluca (69 Ornad) y Sosa; Álvarez, Ciccarello (46 Moreno) y Eugui.",foto,64 GOL Héctor Veira (HUR)</br>84 EXP Morcillo (AJU),45,90,0,0
16/04/1971,Zubeldía,local,empate,1,1,Gimnasia y Esgrima (La Plata),10° fecha del Campeonato Metropolitano 1971,Gasómetro,Pestarino,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Edgardo Cantú y Oscar Laginestra; Alberto Rendo (76 Luis Maidana), Carlos Leone y Miguel Brindisi; Narciso Doval, Héctor Veira y Luis Giribet (67 Hugo Tedesco).","Hugo Gatti; Gonzalo, Di Plácido, Martínez y Leonardi; Echauri (33 Gottfrit), Zywica y Santiago; Roselli, Onnis y Castiglia (67 Sánchez).",foto,6 GOL Héctor Veira (HUR)</br>28 EXP Di Plácido (GLP)</br>73 GOL Onnis (GLP),45,90,0,0
18/04/1971,Zubeldía,visitante,derrota,2,4,Nacional (Uruguay),Amistoso 1970,Centenario (Montevideo),Leiton,"Néstor Hernandorena; Alberto Dopacio, Edgardo Cantú, Alfio Basile y Oscar Laginestra; Luis Maidana (Roque Avallay), Luis Raspo y Carlos Leone; Narciso Doval (Juan Siciliano), Héctor Veira y Luis Giribet.","Manga; Blanco, Ancheta, Mugica y Masnik; Espárrago (Mameli), Montero Castillo y Maneiro (Prieto); Cubilla, Artime y Bareño (Morales).",foto,GOL Artime (NAC)</br>GOL Artime (NAC)</br>GOL Alfio Basile (HUR)</br>GOL Morales (NAC)</br>GOL Mameli (NAC)</br>GOL Roque Avallay (HUR),45,90,0,0
21/04/1971,Zubeldía,visitante,derrota,0,4,Rosario Central,11° fecha del Campeonato Metropolitano 1971,Arroyito (Rosario),Pestarino,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Edgardo Cantú y Oscar Laginestra; Luis Maidana, Carlos Leone (54 Alfio Basile) y Miguel Brindisi; Hugo Tedesco, Héctor Veira y Luis Giribet (54 Roque Avallay).","Menutti; González, Pascuttini, Mesiano y Jorge Carrascosa; Bustos, Landucci y Zavagno; Bóveda, Aldo Poy y Roberto Gramajo (67 Villagra).",foto,29 GOL Jorge Carrascosa (RCE)</br>44 GOL Landucci -penal- (RCE)</br>54 GOL Aldo Poy (RCE)</br>87 GOL Landucci -penal- (RCE),45,90,0,0
25/04/1971,Zubeldía,local,victoria,2,0,Platense,12° fecha del Campeonato Metropolitano 1971,Gasómetro,Busca,"Néstor Hernandorena; Daniel Buglione, Alberto Dopacio, Edgardo Cantú y Francisco Lavorato; Carlos Leone, Alfio Basile y Miguel Brindisi; Hugo Tedesco (62 Roque Avallay), Héctor Veira (72 Juan Siciliano) y Luis Giribet.","Topini; Chagas, Petriella, Troncone y Mario Zanotti; Russo, Crocci y Watfi (79 Quetglas); Miranda (70 Cassano), Roberto Cabral y González.",foto,62 GOL Héctor Veira (HUR)</br>82 GOL Luis Giribet (HUR),45,90,0,0
02/05/1971,Menotti,visitante,derrota,0,3,Boca Juniors,13° fecha del Campeonato Metropolitano 1971,La Bombonera,desconocido,"Néstor Hernandorena; Daniel Buglione, Alberto Dopacio, Edgardo Cantú y Francisco Lavorato; Alberto Rendo, Luis Maidana y Miguel Brindisi; Narciso Doval, Héctor Veira (60 Roque Avallay) y Luis Giribet.","Sánchez; Suñé (72 Ovide), Meléndez, Rogel y Marzolini; Medina, Bongiovanni y Novello; Coch, Hugo Curioni (81 Tarabini) y Pianetti.",foto,18 GOL Pianetti (BJU)</br>27 GOL Hugo Curioni (BJU)</br>67 GOL Coch (BJU),45,90,0,0
05/05/1971,Menotti,local,empate,0,0,Racing Club,14° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Mateo,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Edgardo Cantú y Francisco Lavorato; Luis Maidana, Carlos Leone, Miguel Brindisi; Narciso Doval, Héctor Veira y Luis Giribet (68 Roque Avallay).","Oriolo; Enrique Wolff (78 García Sangenis), Jorge Paolino, Rocchia y Díaz; Benítez, Squeo y Jorge (46 Escalante); Lamelza, Cárdenas y Alcibar.",foto,1° Tiempo: Huracán 0x0 Racing,45,90,0,0
16/05/1971,Menotti,visitante,derrota,1,2,Los Andes,16° fecha del Campeonato Metropolitano 1971,Eduardo Gallardón,Ducatelli,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Edgardo Cantú y Francisco Lavorato (87 Oscar Laginestra); Luis Maidana, Carlos Leone y Héctor Veira; Narciso Doval, Miguel Brindisi y Luis Giribet (46 Roque Avallay).","Barbosa; Zanabria, Sabella, Bordatto y Piñero; Cominelli, Dacunto y Manfredi; Echenausi, Pandolfi y Cirrincione (78 Monteleone).",foto,40 GOL Manfredi (AND)</br>51 GOL Héctor Veira (HUR)</br>81 GOL Manfredi (AND),45,90,0,0
23/05/1971,Menotti,local,derrota,1,3,Colón (Santa Fe),17° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Furlani,"Néstor Hernandorena; Luis Raspo, Daniel Buglione, Alfio Basile y Oscar Laginestra; Luis Maidana, Alberto Dopacio y Miguel Brindisi; Narciso Doval, Héctor Veira y Roque Avallay (84 Carlos Babington).","Grosso; Araos, Tardivo, Zuccarelli y Rodríguez; Ripke, Trullet y Busto (77 Motura); Ocaño, Di Meola y Zibecchi (46 Velázquez).",foto,34 GOL Ripke (COL)</br>36 GOL Miguel Brindisi -penal- (HUR)</br>41 GOL Zuccarelli -penal- (COL)</br>85 GOL Di Meola (COL),45,90,0,0
25/05/1971,Menotti,visitante,victoria,2,1,Atlanta,18° fecha del Campeonato Metropolitano 1971,Villa Crespo,Goicoechea,"Néstor Hernandorena; Luis Raspo, Daniel Buglione, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Alberto Dopacio y Carlos Babington; Hugo Tedesco, Héctor Veira (58 Roque Avallay) y Oscar Nogueira (67 Carlos Leone).","Conci; Fernández Vázquez, Rico, Morales (46 Gómez) y Pecoraro; Vicente, Collado y Gómez Vogliono; Juárez (70 Savino), Cano y Valencia.",foto,9 GOL Cano (ATL)</br>29 GOL Carlos Babington (HUR)</br>85 GOL Roque Avallay (HUR),45,90,0,0
30/05/1971,Menotti,local,empate,0,0,Vélez Sarsfield,19° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Goicoechea,"Néstor Hernandorena; Luis Raspo, Daniel Buglione, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Alberto Dopacio y Carlos Babington; Hugo Tedesco, Roque Avallay y Luis Giribet (65 Narciso Doval).","Marin; Gallo, Romero, Nieva y Zóttola; Ríos, Lapalma y Benito; Cotton (60 Oruezabal), Carlos Bianchi y Bentrón.",foto,1° Tiempo: Huracán 0x0 Vélez,45,90,0,0
10/06/1971,Menotti,visitante,derrota,1,4,Newell's Old Boys (Rosario),21° fecha del Campeonato Metropolitano 1971,Parque Independencia (Rosario),Casayouz,"Alberto Poletti; Luis Raspo, Daniel Buglione, Alfio Basile y Oscar Laginestra (46 Francisco Lavorato); Miguel Brindisi, Alberto Dopacio y Carlos Babington; Hugo Tedesco (46 Luis Maidana), Roque Avallay y Luis Giribet.","Fenoy; De Rienzo, Jara, Solórzano y Ledesma; Silva, Montes y Mario Zanabria; Marcos, Alfredo Obberti y Bezerra (77 Cavoli).",foto,28 GOL Alfredo Obberti (NOB) -penal-</br>42 EXP Carlos Babington (HUR)</br>49 GOL Roque Avallay (HUR)</br>62 GOL Silva (NOB)</br>74 GOL Alfredo Obberti (NOB)</br>76 GOL Daniel Buglione (HUR)</br>87 GOL Cavoli (NOB),45,90,0,0
12/06/1971,Menotti,local,empate,1,1,Chacarita Juniors,22° fecha del Campeonato Metropolitano 1971,Gasómetro,Goicoechea,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana y Narciso Doval; Hugo Tedesco, Roque Avallay y Luis Giribet (71 Héctor Veira).","Carnevali; Forteis, Buzzo, Bargas y Sinatra; Fucceneco, Poncio y Recúpero; Nogués (46 Patti), García Cambón y Neumann (71 Orife).",foto,19 GOL Roque Avallay (HUR)</br>36 GOL Fucceneco (CHJ),45,90,0,0
16/06/1971,Menotti,visitante,empate,1,1,River Plate,23° fecha del Campeonato Metropolitano 1971,José Amalfitani,Ithurralde,"Alberto Poletti; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (46 Carlos Leone) y Narciso Doval; Hugo Tedesco (46 Héctor Veira), Roque Avallay y Luis Giribet.","Carballo; Dominichi, Pellerano, Laraignée y Pérez; López, Della Savia y Onega; Pignani (55 Carlos Morete), Bulla y Oscar Mas.",foto,27 GOL Roque Avallay (HUR)</br>53 GOL Dominichi (RPL),45,90,0,0
20/06/1971,Menotti,local,empate,1,1,Independiente,24° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Comesaña,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Alberto Rendo (21 Juan D Fierro), Luis Maidana y Miguel Brindisi; Narciso Doval (61 Daniel Buglione), Roque Avallay y Luis Giribet.","Santoro; Commisso, Bertolotti, Sá y Pavoni; Pastoriza, Raimondo y Semenewicz; Balbuena, Giachello (60 Maglioni) y González (63 Adorno).",foto,79 GOL Luis Giribet (HUR),45,90,0,0
27/06/1971,Menotti,visitante,derrota,0,2,San Lorenzo de Almagro,25° fecha del Campeonato Metropolitano 1971,Gasómetro,Ithurralde,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana y Narciso Doval; Juan D Fierro, Roque Avallay y Luis Giribet (61 Carlos Leone).","D'Alessandro; Villar, Rezza, Rivero y Heredia; Espósito, Telch y García Ameijenda; González, Fischer y Chazarreta.",foto,25 GOL García Ameijenda (SLA)</br>36 GOL González (SLA),45,90,0,0
08/08/1971,Menotti,local,empate,2,2,Banfield, 26° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Goicoechea,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile (71 Daniel Buglione) y Oscar Laginestra; Miguel Brindisi, Luis Maidana y Carlos Babington; Juan D Fierro, Roque Avallay y Luis Giribet.","Ricardo Lavolpe; Haack, López (71 Masalis), Tagliani y Barril; Salvatierra, Aguirre y Amado; Cantero, Pellegrini e Ibáñez.",foto,52 GOL Cantero (BAN)</br>57 GOL Miguel Brindisi (HUR)</br>58 GOL Luis Giribet (HUR)</br>69 GOL Pellegrini (BAN) -penal-,45,90,0,0
11/08/1971,Menotti,local,victoria,2,0,Estudiantes (La Plata),20° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Teodoro Nitti,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (46 Daniel Buglione) y Carlos Babington; Narciso Doval, Héctor Veira y Luis Giribet.","Pezzano; Malbernat, Spadaro, Togneri y Medina; Pagnanini, Pachamé y Flores; Verde, Rudzki (76 Taverna) y Aguilar (46 Bedogni).",foto,29 GOL Héctor Veira (HUR)</br>61 GOL Héctor Veira (HUR),45,90,0,0
15/08/1971,Menotti,visitante,victoria,4,2,Ferro C. Oeste,27° fecha del Campeonato Metropolitano 1971,Caballito,Lugones,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (61 Carlos Leone) y Carlos Babington; Narciso Doval, Héctor Veira (72 Roque Avallay) y Luis Giribet.","Martínez; Peláez, May, Etcheverry y De Filippo; Moreno (46 Aimonetti), Tartagia (46 Micó) y Domínguez; Pérez, Vidal y Salomone.",foto,18 GOL Héctor Veira (HUR)</br>60 GOL Oscar Laginestra (FCO) -en contra-</br>64 GOL Miguel Brindisi (HUR)</br>74 GOL Narciso Doval (HUR)</br>79 GOL Vidal (FCO)</br>80 GOL Luis Giribet (HUR) -penal-,45,90,0,0
17/08/1971,Menotti,local,victoria,2,0,Argentinos Juniors,28° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Veiró,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (66 Carlos Leone) y Carlos Babington; Narciso Doval, Héctor Veira y Luis Giribet.","Spilinga; Marenda, Urchevick, Pena y Morcillo; José Pekerman, Plá (46 Ornad) y Sosa; Luna, Ciccarello (46 Moreno) y Eugui.",foto,37 GOL Miguel Brindisi (HUR)</br>82 GOL Héctor Veira (HUR),45,90,0,0
22/08/1971,Menotti,visitante,empate,2,2,Gimnasia y Esgrima (La Plata),29° fecha del Campeonato Metropolitano 1971,El Bosque (La Plata),Barreiro,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana y Carlos Babington; Narciso Doval (70 Carlos Leone), Héctor Veira (61 Roque Avallay) y Luis Giribet.","Hugo Gatti: Gonzalo, Di Plácido, Martínez y Leonardi; Meija (46 Pedraza), Zywica y Santiago; Montivero, Onnis (46 Montagnoli) y Castiglia.",foto,41 GOL Héctor Veira (HUR)</br>51 GOL Carlos Babington (HUR)</br>71 GOL Montivero (GLP)</br>82 GOL Castiglia (GLP),45,90,0,0
26/08/1971,Menotti,local,empate,1,1,Rosario Central,30° fecha del Campeonato Metropolitano 1971,Gasómetro,Pestarino,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (57 Carlos Leone) y Carlos Babington; Narciso Doval (69 Roque Avallay), Héctor Veira y Luis Giribet.","Biasutto; González, Killer, Alberto Fanesi y Jorge Carrascosa; Colman, Landucci (63 Carlos Aimar) y Gómez; Bóveda, Aldo Poy y Roberto Gramajo (69 Fogel).",foto,28 GOL Carlos Babington (HUR)</br>63 GOL Killer (RCE),45,90,0,0
29/08/1971,Menotti,visitante,victoria,2,1,Platense,31° fecha del Campeonato Metropolitano 1971,Saavedra,García,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Oscar Laginestra; Miguel Brindisi, Luis Maidana (50 Carlos Leone) y Carlos Babington; Narciso Doval, Héctor Veira (55 Roque Avallay) y Luis Giribet.","Cafaro; Gatti, Piris, Troncone y Recabarren; Morelli, Crocci y Cierra (53 Scarpeccio); Mustafá (68 De Valentini), Roberto Cabral y Ulrich.",foto,21 GOL Narciso Doval (HUR)</br>62 GOL Roberto Cabral (PLA)</br>90 GOL Carlos Babington (HUR),45,90,0,0
05/11/1971,Menotti,local,victoria,2,0,Boca Juniors,32° fecha del Campeonato Metropolitano 1971,Tomás A. Ducó,Lugones,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Miguel Brindisi, Luis Maidana y Carlos Babington; Narciso Doval, Héctor Veira y Luis Giribet.","Sánchez; Ovide, Pérez, Rogel y Silvio Marzolini; Medina, Peracca (62 Madurga) y Osvaldo Potente; Ponce, Hugo Curioni (79 Pianetti) y Peña.",foto,48 GOL Luis Giribet (HUR)</br>76 EXP Peña (BJU)</br>81 GOL Miguel Brindisi (HUR),45,90,0,0
07/09/1971,Menotti,visitante,empate,2,2,Racing Club,33° fecha del Campeonato Metropolitano 1971,El Cilindro,Coerezza,"Néstor Hernandorena; Luis Raspo, Alberto Dopacio, Alfio Basile y Francisco Lavorato; Miguel Brindisi, Luis Maidana (66 Carlos Leone) y Carlos Babington; Narciso Doval, Héctor Veira (72 Roque Avallay) y Luis Giribet.","Oriolo; Enrique Wolff, Jorge Paolino, Díaz y Nelson Chabay; Benítez, García Sangenis y Squeo; Luna (46 Escalante), Cárdenas y Lamelza.",foto,44 GOL Carlos Babington (HUR)</br>61 GOL Cárdenas (RAC)</br>70 EXP Luis Raspo (HUR)</br>77 GOL Luis Giribet (HUR) -penal-</br>78 GOL Squeo (RAC),45,90,0,0
09/09/1971,Menotti,visitante,empate,1,1,Alianza Municipal (Perú),Gira por América 1971 (amistoso),Nacional (Lima),Reyes,"Alberto Poletti (Miguel Leyes); Luis Mendoza, Daniel Buglione, Alfio Basile y Francisco Lavorato; Alberto Rendo (Hugo Tedesco), Carlos Leone y Carlos Babington; Narciso Doval (Roque Avallay), Héctor Veira (Domingo Albil) y Luis Giribet.","Dupuy; González, Castillo, Cárdenas y Risco; Zegarra, Drago (Mayorga) y L Castillo (Sotil); Baylón, Cubillas y Camacho (Mellán).",foto,30 GOL Héctor Veira (HUR)</br>53 GOL Zegarra (AMU),45,90,0,0
12/09/1971,Menotti,visitante,empate,2,2,Saprissa (Costa Rica),Gira por América 1971 (amistoso),Nacional (Costa Rica),desconocido,"Miguel Leyes; Luis Mendoza, Daniel Buglione, Juan Siciliano y Francisco Lavorato; Alberto Rendo, Carlos Leone y Carlos Babington; Hugo Tedesco, Héctor Veira y Luis Giribet.  Enrique Ramírez, Roque Avallay, Juan D Fierro, Alfio Basile.","Gutiérrez; Solano, Francisco Hernández, Rojas y Díaz; Paniagua, Fernando Hernández y G Hernández; Valle, Morales y Grant.  Aguilar, Raúl Navarro.",foto,GOL Luis Mendoza (HUR)</br>GOL Morales (SAP)</br>GOL Grant (SAP)</br>GOL Carlos Babington (HUR),45,90,0,0
14/09/1971,Menotti,visitante,victoria,2,1,Alajuelense (Costa Rica),Gira por América 1971 (amistoso),Nacional (Costa Rica),desconocido,"Miguel Leyes; Luis Mendoza, Daniel Buglione, Alfio Basile y Francisco Lavorato; Alberto Rendo, Carlos Leone, Carlos Babington; Hugo Tedesco, Roque Avallay y Luis Giribet.  Juan D Fierro, Juan Siciliano, Enrique Ramírez.","Sagot (Tyrrel); Estupiñán, Elizondo, Calvo y Delgado; Vega, Gámez y Piedra; Ruiz, Cordero y Mejía.  Quirós y Núñez.",foto,5 GOL Carlos Babington (HUR)</br>67 GOL Ruiz (ALA)</br>70 GOL Luis Mendoza (HUR),45,90,0,0
