Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
11/12/1927,-,local,victoria,3,0,Defensores de Belgrano,31° fecha del Campeonato 1927,La Quema,Hondarrague,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Eusebio Morales y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Tomás Irrazábal.","Pratti; Turno y Simonetti; Lois, Gianni y Suárez; Bissio, Quilindro, Caldas, Ferraro y Damonte.",foto,18 GOL Ángel Chiessa (HUR)</br>30 GOL Juan Spósito (HUR)</br>38 GOL Tomás Irrazábal (HUR),45,90,0,0
31/12/1927,-,visitante,victoria,4,0,Gimnasia y Esgrima (La Plata),32° fecha del Campeonato 1927,El Bosque (La Plata),Galli,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Francisco Onzari y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Gregorio Maidana y Cesáreo Onzari.","Scarpone; Jordán y S Bacchi; López Aranguren, García y Felices; Curell, Zoroza, Belli, R Bacchi y Morgada.",foto,6 GOL Juan Spósito (HUR)</br>32 GOL Juan Spósito (HUR)</br>51 GOL Guillermo Stábile (HUR)</br>58 GOL Cesáreo Onzari (HUR)</br>72 Partido suspendido,45,72,0,0
22/01/1928,-,visitante,derrota,1,5,Estudiantes (La Plata),33° fecha del Campeonato 1927,Estudiantes (La Plata),Rodríguez,"Armando Cereseto; Carlos Nobile y Délfor Ahumada; Pablo Bartolucci, Francisco Onzari y Hugo Settis; Adán Loizo, Ángel Chiessa, Guillermo Stábile, Gregorio Maidana y Cesáreo Onzari.","Scandone; P Caffe y Nery; Viola, P Caffe y Luna; González, Miguel Lauri, Irurieta, Manuel Ferreira y Alejandro Scopelli.",foto,14 GOL Alejandro Scopelli (ELP)</br>26 GOL Alejandro Scopelli (ELP)</br>32 GOL Alejandro Scopelli (ELP)</br>75 GOL Alejandro Scopelli (ELP)</br>23 GOL Viola (HUR) -en contra-</br>82 GOL Manuel Ferreira (ELP),45,90,0,0
04/03/1928,-,visitante,victoria,2,1,Sportivo Barracas,Amistoso 1928,Sportivo Barracas,Forte,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, E Bigeón y Horacio Souza; Guillermo Stábile, Ángel Chiessa, Máximo Federici, Cesáreo Onzari y Perichón.","Caldano; Cherro y Emilio Moyano; Martínez, Semino y Canolini; Faliche, Marasi, Muiño, Gandolfo y Cruz.",foto,1 GOL Muiño (SPB)</br>20 GOL Cesáreo Onzari (HUR)</br>27 GOL Ángel Chiessa (HUR)</br>28 Partido suspendido por lluvia,45,28,0,0
11/03/1928,-,visitante,victoria,3,0,Ferro C. Oeste,Amistoso 1928,Caballito,Napoli,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, E Bigeón y Hugo Settis; Guillermo Stábile, Ángel Chiessa, Máximo Federici, Cesáreo Onzari y Horacio Souza.","Santamaría, Suárez y Badino; Bigliola, Chalú y Arico; Barroso, Deibe, Nappi, Alfieri y Salvador D'Alessandro.",foto,40 GOL Guillermo Stábile (HUR)</br>51 GOL Pablo Bartolucci (HUR)</br>66 GOL Máximo Federici (HUR),45,90,0,0
18/03/1928,-,visitante,victoria,1,0,River Plate,Amistoso 1928,River Plate,Forte,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Guillermo Stábile, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Jorge Iribarren; Andrés Rodríguez y Juan C Iribarren; Jacinto Cacopardo, Luis Maresca y Moisés Patiño, Francisco Gondar, Atilio Granara Costa, José Penichet, Eugenio Taboada y Esteban Paduano.",foto,10 GOL Guillermo Stábile (HUR),45,90,0,0
25/03/1928,-,local,victoria,2,1,Vélez Sarsfield,Amistoso 1928,La Quema,Nai Foino,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Caucia; Della Sala y Valsangiacomo; Sánchez, De Sáa y Cierrapico; Sobrino, Dumesi, López, Luciani y Fernández.",foto,55 GOL Juan Spósito (HUR)</br>60 GOL Dumesi (VSA)</br>80 GOL Guillermo Stábile (HUR),45,90,0,0
31/03/1928,-,visitante,victoria,7,1,Racing Club,Amistoso 1928,Racing,Napoli,"Armando Cereseto; Juan A Vico y Juan F Pratto; Pablo Bartolucci, Hugo Settis y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Arzeni; Della Torre y Masetti; Solé, Stagnaro y Tabar; García, Tubio, Barañano, Demare y Cerrudo.",foto,2 GOL Ángel Chiessa (HUR)</br>3 GOL Guillermo Stábile (HUR)</br>25 GOL Ángel Chiessa (HUR)</br>26 GOL Juan Spósito (HUR)</br>45 LES Demare (RAC)</br>1° Tiempo: Racing 1x4 Huracán</br>47 GOL Juan Spósito (HUR)</br>63 GOL Tubio (RAC)</br>72 GOL Guillermo Stábile (HUR)</br>82 GOL Ángel Chiessa (HUR)</br>83 Partido finalizado,45,83,0,0
08/04/1928,-,local,victoria,3,1,Argentinos Juniors,Amistoso 1928,La Quema,Maffioli,"Rafael Negro; Juan A Vico y Juan F Pratto; Pablo Bartolucci, Mario Porzio y Hugo Settis; Adán Loizo, Guillermo Stábile, Máximo Federici, Ángel Chiessa y Tomás Irrazábal.","Fosatti; Vivaldo y Monsignore; Loncan, Vaccaro y Lobianco; Solano, López, Gatti, Meraldi y Delgado.",foto,32 GOL Tomás Irrazábal (HUR)</br>57 GOL López (AJU)</br>73 GOL Guillermo Stábile (HUR)</br>76 GOL Máximo Federici (HUR)</br>83 Partido finalizado,45,83,0,0
15/04/1928,-,local,empate,0,0,Quilmes,1° fecha del Campeonato 1928,La Quema,Spíndola,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Mario Porzio y Hugo Settis; Adán Loizo, Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Tosta; Villariño y Draghi; Martínez, Ramos y Magrini; Sandoval, Androssi, Vázquez, Quadrio y Rey.",foto,1° Tiempo: Huracán 0x0 Quilmes,45,90,0,0
29/04/1928,-,visitante,victoria,3,1,Argentino de Quilmes,2° fecha del Campeonato 1928,La Barranca,Riestra,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Hugo Settis y Horacio Souza; Guillermo Stábile, Juan Spósito, Máximo Federici, Ángel Chiessa y Tomás Irrazábal.","Bottaso; Ferrario y Marsiglia; Capra, Verazza y Goicoechea; Franchelli, Maseda, González, Trujillo y Abella.",foto,15 GOL Máximo Federici (HUR)</br>25 GOL Juan Spósito (HUR)</br>49 GOL Trujillo (ADQ)</br>80 GOL Guillermo Stábile (HUR),45,90,0,0
06/05/1928,-,local,victoria,2,0,San Fernando,3° fecha del Campeonato 1928,La Quema,Hondarrague,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Leandro Vodopiviz y Hugo Settis; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Tomás Irrazábal.","Bissio; Pérez y De Vicente; Saint Esteven, Brizuela y Alonso; Luzarreta, Ramos, Echeverría, Luppo y Castro.",foto,44 GOL Máximo Federici (HUR)</br>61 GOL Juan Spósito (HUR),45,90,0,0
12/05/1928,-,local,victoria,2,1,Almagro,Amistoso 1928,La Quema,Sapio,"Juan A Vico; Rodolfo Pusso, Máximo Federici; Adán Loizo, Guillermo Stábile, Ángel Chiessa y Tomás Irrazábal.","Seoane; Demarco, Santoro, Calvelo, Fernández; Vitale.",foto,sin datos,45,90,0,0
26/05/1928,-,visitante,derrota,1,2,Independiente,Amistoso 1928,Independiente,desconocido,"Rafael Negro; Carlos Nobile y Juan F Pratto; Leandro Vodopiviz, Juan J Romero y Hugo Settis; Guillermo Stábile, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Sangiovanni; Debuglio y Chiarella; Pérez, Presta y Martínez; Canaveri, Lalín, Ravaschino, López y Paolinetti.",foto,36 GOL Pérez (IND)</br>79 GOL Paolinetti (IND)</br>85 GOL Cesáreo Onzari (HUR),45,90,0,0
03/06/1928,-,visitante,victoria,2,0,Porteño (Chacabuco),Amistoso 1928,(Chacabuco),desconocido,Huracán,Rival,foto,PT GOL Ángel Chiessa (HUR)</br>ST GOL Juan Spósito (HUR),45,90,0,0
10/06/1928,-,local,empate,1,1,Tigre,Amistoso 1928,La Quema,desconocido,"Juan A Vico; Carlos Nobile y Juan F Pratto; Bartolucci, Hugo Settis y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Máximo Federici y Cesáreo Onzari.","Lemonier; Cuello y Carmona; Osuna, Dañil y Giulidori; Heisinger, Santillán, Marioni, Poleti y Haedo.",foto,10 GOL Heisinger (TIG)</br>60 GOL Guillermo Stábile (HUR),45,90,0,0
24/06/1928,-,visitante,derrota,2,3,Sportivo Buenos Aires,4° fecha del Campeonato 1928,Del Valle y Gaboto,Rodríguez,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Hugo Settis, Rodolfo Pusso y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Máximo Federici y Cesáreo Onzari.","Randich; Del Cerro y Arzeni; Viegas, Albarracín y Anglese; Carlos Peucelle, D'Agostino, Cilento, Tazín y Schenone.",foto,5 GOL Del Cerro (SBA)</br>7 GOL Guillermo Stábile (HUR)</br>9 GOL Máximo Federici (HUR)</br>14 GOL Carlos Peucelle (SBA)</br>57 GOL D'Agostino (SBA),45,90,0,0
01/07/1928,-,local,victoria,1,0,Estuddiantil Porteño,5° fecha del Campeonato 1928,La Quema,Pazos,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Ramón Vázquez y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Boigués; Pujolas y J Martínez; Carátolo, Catelli y Gargiulo; Pedevilla, F Martínez, De Marco, Demaría y Mapelli.",foto,40 GOL Guillermo Stábile (HUR),45,90,0,0
09/07/1928,-,visitante,victoria,6,1,Liga de San Juan B,1° fase de las Olimpíadas 1928,Parque de Mayo (San Juan),Pérez,"Armando Cereseto; Juan A Vico y Juan F Pratto; Horacio Souza, Ramón Vázquez y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Loyola; Saavedra y Rufino; Soria, Herrera y Suárez; Bravo, Molina, Castro, Cabaña y Román.",foto,20 GOL Adán Loizo (HUR)</br>22 GOL Guillermo Stábile (HUR)</br>27 GOL Castro (SJU)</br>39 GOL Adán Loizo (HUR) -penal-</br>43 GOL Juan F Pratto (HUR)</br>1° Tiempo: San Juan B 1x4 Huracán</br>59 GOL Ángel Chiessa (HUR)</br>67 GOL Juan Spósito (HUR)</br>68 San Juan B abandona la cancha,45,68,0,0
10/07/1928,-,neutral,victoria,3,1,Chacarita Juniors,Semifinal de las Olimpíadas 1928,Parque de Mayo (San Juan),Pérez,"Armando Cereseto; Juan A Vico y Juan F Pratto; Máximo Federici, Juan Puigdengolas y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa (68 Juan A Gagliardi) y Horacio Souza.","Alterio; Loupias y Laurenzano; Castelucci, Gil y Lanicoso; Fernández (68 Caracciolo), Bissio, Renato Cesarini, Bruno Gaslini (68 Nis) y Solattini.",foto,12 GOL Bissio (CHJ)</br>25 GOL Ángel Chiessa (HUR)</br>34 GOL Guillermo Stábile (HUR)</br>37 GOL Guillermo Stábile (HUR)</br>67 Partido suspendido -continúa el 11/07/1928,45,90,0,0
12/07/1928,-,neutral,victoria,4,1,Independiente Rivadavia (Mendoza),Final de las Olimpíadas 1928,Parque de Mayo (San Juan),desconocido,"Armando Cereseto; Juan A Vico y Juan F Pratto; Pablo Bartolucci, Juan Puigdengolas y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Horacio Souza.","Medice; Alvarez y E González; Ponce, Arrieta y Avila; C González, Videla, Julio González, Vicente González y Conill.",foto,1 GOL Guillermo Stábile (HUR)</br>41 GOL Armando Cereseto (IRM) -en contra-</br>69 GOL Guillermo Stábile (HUR)</br>78 GOL Guillermo Stábile (HUR)</br>59 GOL Juan Spósito (HUR),45,90,0,0
22/07/1928,-,local,victoria,3,1,Estudiantes,6° fecha del Campeonato 1928,La Quema,Gómez,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Ramón Vázquez y Hugo Settis; Adán Loizo, Guillermo Stábile, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Muschietti; Cartasegna y Diez; E González, Closas y V Valente; J González, Victorica, A Valente, Bosco y Cahuapé.",foto,4 GOL Guillermo Stábile (HUR)</br>37 GOL J González (ELP)</br>49 GOL Ángel Chiessa (HUR)</br>75 GOL Cesáreo Onzari (HUR),45,90,0,0
29/07/1928,-,visitante,victoria,3,1,Almagro,7° fecha del Campeonato 1928,Triunvirato 3900,Hondarrague,"Armando Cereseto; Carlos Nobile y Juan A Vico; Pablo Bartolucci, Ramón Vázquez y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Lanzavecchia; Calvelo y Humberto Recanatini; Picabea, Fernández y De Marco; Sampayo, Ciancio, Lattari, Vitali y Rocco.",foto,31 GOL Cesáreo Onzari (HUR)</br>34 GOL Sampayo (ALM)</br>56 GOL Guillermo Stábile (HUR)</br>80 GOL Cesáreo Onzari (HUR),45,90,0,0
12/08/1928,-,local,victoria,2,0,El Porvenir,8° fecha del Campeonato 1928,La Quema,Napoli,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Montelli; Antonio Sande y Bahía; Diana, Santiago Power y Pérez; Artel, Barbieri, Alejandro De los Santos, Toselli y Gurrutchague.",foto,36 GOL Cesáreo Onzari (HUR)</br>61 GOL Cesáreo Onzari (HUR),45,90,0,0
19/08/1928,-,visitante,victoria,1,0,Sportivo Barracas,9° fecha del Campeonato 1928,Sportivo Barracas,Celleri,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Juan Puigdengolas y Hugo Settis; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Caldano; Felipe Cherro y Emilio Moyano; Martínez, Semino y Canalini; Campilongo, Marassi, Muiño, Landolfi y Cruz.",foto,65 GOL Juan Spósito (HUR),45,90,0,0
02/09/1928,-,visitante,victoria,2,0,River Plate,10° fecha del Campeonato 1928,River Plate,Lubos,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Juan Puigdengolas y Hugo Settis; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","J Iribarren; Rodríguez y Juan C Iribarren; Malazzo, Alejandro Giglio y Bonelli; Gondar, Ramos, Gerónimo Uriarte, Locasso y Debatte.",foto,26 GOL Cesáreo Onzari (HUR)</br>55 GOL Juan Spósito (HUR),45,90,0,0
09/09/1928,-,local,victoria,2,0,Argentino de Banfield,11° fecha del Campeonato 1928,La Quema,Destuet,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Juan Puigdengolas y Horacio Souza; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Tomás Irrazábal.","Bazet; Bruno y A Cantarelli; Humberto Bassadone, Carreras y O Cantarelli; Sampayo, Zoroza, Passi, Galán y Rovito.",foto,60 GOL Máximo Federici (HUR)</br>82 GOL Juan Spósito (HUR),45,90,0,0
16/09/1928,-,visitante,derrota,1,4,Banfield,12° fecha del Campeonato 1928,Banfield,Spínola,"Armando Cereseto; Carlos Nobile y Juan A Vico; Pablo Bartolucci, Juan Puigdengolas y Hugo Settis; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Guillermo Stábile.","Fernández; Presta y Rodríguez; Zurdo, Lagomarsino y Gerardo Echeverría; Rocha, Clérice, Castro, Licciardi y Bianchi.",foto,20 GOL Bianchi (BAN)</br>26 GOL Castro (BAN)</br>37 GOL Gerardo Echeverría (BAN)</br>59 GOL Guillermo Stábile (HUR)</br>63 GOL Castro (BAN),45,90,0,0
23/09/1928,-,local,victoria,2,0,Atlanta,13° fecha del Campeonato 1928,La Quema,Antonini,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Máximo Federici, Juan Puigdengolas y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Humberto Spacarotella.","Iribarne; Roberto Basílico y Somón; Alcázar, Pascale y De Vicente; Perri, Passadore, Landívar, Iglesias y Saraceno.",foto,35 GOL Guillermo Stábile (HUR)</br>84 GOL Humberto Spacarotella (HUR),45,90,0,0
21/10/1928,-,visitante,empate,1,1,Chacarita Juniors,14° fecha del Campeonato 1928,Humboldt 300,Galli,"Rafael Negro; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Alterio; Loupías y Laurenzano; Castellucci, Gil y Larnicoco; Fernández, Renato Cesarini, Stagnaro, Bruno Gaslini y Fioretti.",foto,71 GOL Bruno Gaslini (CHJ)</br>76 EXP Castellucci (CHJ)</br>85 GOL Ángel Chiessa (HUR)</br>86 Partido finalizado,45,86,0,0
28/10/1928,-,local,victoria,2,1,Porteño,15° fecha del Campeonato 1928,La Quema,Garigliano,"Rafael Negro; Carlos Nobile y Juan F Pratto; Máximo Federici, Luis Genovesi y Horacio Souza; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Marcelino; Fianucci y Brenta; Durante, Marsiglia y Argañaraz; Lahitou, Merelli, Silva, Ganduglia y Vázquez.",foto,34 GOL Guillermo Stábile (HUR)</br>65 GOL Silva (POR)</br>76 GOL Guillermo Stábile (HUR),45,90,0,0
04/11/1928,-,visitante,victoria,1,0,Platense,16° fecha del Campeonato 1928,Saavedra,D'Espósito,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Mapelli; Mazzini y Querido; Botta, Volante y Ratto; García, Duarte, Recagno, Montero y Vaccari.",foto,88 GOL Juan Spósito (HUR),45,90,0,0
11/11/1928,-,local,victoria,3,0,Talleres,17° fecha del Campeonato 1928,La Quema,Sapio,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Bosio; Allan y Ravizza; Monetta, Donadi y Serramía; Rodríguez, Lombardi, Lamanna, Zubizarreta y D'Abatte.",foto,1 GOL Cesáre Onzari (HUR)</br>21 GOL Cesáreo Onzari (HUR)</br>51 GOL Cesáreo Onzari (HUR),45,90,0,0
18/11/1928,-,visitante,victoria,7,2,Lanús,18° fecha del Campeonato 1928,Talleres,Bartolomé Macías,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","J Salvia; Piaggio y Chimento; Manfrín, Frioni y Truffa; Sacarello, P Salvia, Villa, Raggi y Spadaro.",foto,2 GOL Villa (LAN)</br>3 GOL Ángel Chiessa (HUR)</br>22 GOL Ángel Chiessa (HUR)</br>25 GOL Cesáreo Onzari (HUR)</br>30 GOL Ángel Chiessa (HUR)</br>42 GOL Juan Spósito (HUR)</br>1° Tiempo: Lanús 1x5 Huracán</br>50 GOL Guillermo Stábile (HUR)</br>64 GOL Salvia (TAL)</br>78 GOL Guillermo Stábile (HUR),45,90,0,0
25/11/1928,-,local,victoria,2,0,Liberal Argentino,19° fecha del Campeonato 1928,La Quema,Garigliano,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Horacio Souza; Adán Loizo, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","Cosentino; Gornatti y Cozzi; Vinciguerra, Bonifacio y Lángelotti; Minués, Aguirrebarrena, Mazza, Raggio y Perrupato.",foto,4 GOL Máximo Federici (HUR)</br>8 GOL Ángel Chiessa (HUR),45,90,0,0
09/12/1928,-,local,victoria,1,0,Argentino del Sud,20° fecha del Campeonato 1928,La Quema,Antonini,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Guillermo Stábile, Máximo Federici, Ángel Chiessa y Tomás Irrazábal.","Santoro; Gobino y Chiapori; Nine, Rivas y Cordone; Pardal, Longo, Bao, Tosar y Ferrari.",foto,38 GOL Guillermo Stábile (HUR),45,90,0,0
16/12/1928,-,visitante,victoria,2,1,San Isidro,21° fecha del Campeonato 1928,San Isidro,Gómez,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Américo Molteni; Cervetto y Lancelotti; Vivanco, Cacopardo y Piazzi; Zúñiga, Bencardini, Bissio Trevino, Annunziata y Van Wassenaar.",foto,43 GOL Adán Loizo (HUR)</br>49 GOL Van Wassenaar (SIS)</br>50 GOL Hugo Settis (HUR),45,90,0,0
23/12/1928,-,local,victoria,3,1,Estudiantes (La Plata),22° fecha de Campeonato 1928,La Quema,Garigliano,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Scandone; Caffe y Nery; Viola, Pérez Escalá y Luna; Miguel Lauri, Alejandro Scopelli, Irurieta, Manuel Ferreira y Azpiroz.",foto,30 GOL Adán Loizo (HUR)</br>43 GOL Alejandro Scopelli (ELP)</br>59 GOL Nery (HUR) -en contra-</br>75 GOL Guillermo Stábile (HUR),45,90,0,0
30/12/1928,-,visitante,victoria,2,0,Gimnasia y Esgrima (La Plata),23° fecha del Campeonato 1928,El Bosque (La Plata),Bartolomé Macías,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Scarpone; Di Giano y Maldini; García, Felices y Ruscitti; Curell, Francisco Varallo, Díaz, Bacchi y Morgada.",foto,3 GOL Guillermo Stábile (HUR)</br>21 EXP García (GLP)</br>30 GOL Cesáreo Onzari (HUR)</br>40 Partido suspendido,45,40,0,0
06/01/1929,Laguna,visitante,victoria,4,0,Atl. Mar del Plata,Amistoso 1929,Atlético (Mar del Plata),Gambino,"Armando Cereseto; Carlos Nobile y Juan A Vico; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Guillermo Stábile, Juan Spósito, Máximo Federici, Ángel Chiessa y Cesáreo Onzari.","De la Fuente; Acosta y Garcia; Lemmi, Donadio y Dematteis; Tesoriero, Arriaga, López, Minella y González.",foto,32 GOL Cesáreo Onzari (HUR)</br>56 GOL Juan Spósito (HUR)</br>72 GOL Cesáreo Onzari (HUR) -penal-</br>85 GOL Ángel Chiessa (HUR),45,90,0,0
24/02/1929,Laguna,neutral,victoria,3,1,Estudiantil Porteño,Amistoso 1929,Sportivo Barracas,desconocido,"Rafael Negro; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Guillermo Stábile, Juan Spósito, Ángel Chiessa y Humberto Spacarotella.","Cadet; Martínez y Pujolas; Corátolo, Castelli y Gargiulo; Pedevilla, Atilio Demaría, Faciolo, Mapelli y Egozcue.",foto,12 GOL Juan Spósito (HUR)</br>40 GOL Mapelli (EPO)</br>52 GOL Ángel Chiessa (HUR)</br>57 GOL Scaparotela (HUR),45,90,0,0
03/03/1929,Laguna,local,derrota,1,2,San Lorenzo de Almagro,24° fecha del Campeonato 1928,La Quema,Garigliano,"Armando Cereseto; Carlos Nobile y Juan F Pratto; Pablo Bartolucci, Luis Genovesi y Hugo Settis; Adán Loizo, Juan Spósito, Guillermo Stábile, Ángel Chiessa y Cesáreo Onzari.","Lema; Omar y Fossa; Lujambio, Luis Monti y Gagliano; Alfredo Carricaberry, De la Peña, Maglio, García y Arrieta.",foto,29 GOL Maglio (SLA)</br>39 GOL De la Peña (SLA)</br>78 GOL Pablo Bartolucci (HUR),45,90,0,0
